num_hours,date,name,counts,trend_name_raw,trend_name_clean,trend_name_clean_no_hash,trend_name_clean_no_dollar,trend_name_alnum,trend_name_token_count,trend_name_char_count,is_blank_raw,is_hashtag,has_special_chars,has_non_ascii,has_url_like,normalized_key_with_hash,normalized_key_no_hash,normalized_key_no_dollar,normalized_date
1,2024-03-30,Phillies,43569.0,Phillies,phillies,phillies,phillies,phillies,1,8,False,False,False,False,False,phillies,phillies,phillies,2024-03-30
1,2024-03-30,Braves,40895.0,Braves,braves,braves,braves,braves,1,6,False,False,False,False,False,braves,braves,braves,2024-03-30
2,2024-03-30,Bianca,39874.0,Bianca,bianca,bianca,bianca,bianca,1,6,False,False,False,False,False,bianca,bianca,bianca,2024-03-30
2,2024-03-30,Dortmund,38891.0,Dortmund,dortmund,dortmund,dortmund,dortmund,1,8,False,False,False,False,False,dortmund,dortmund,dortmund,2024-03-30
6,2024-03-30,#wellscharitycoin,38794.0,#wellscharitycoin,#wellscharitycoin,wellscharitycoin,wellscharitycoin,wellscharitycoin,1,16,False,True,True,False,False,#wellscharitycoin,wellscharitycoin,wellscharitycoin,2024-03-30
3,2024-03-30,Kudus,38084.0,Kudus,kudus,kudus,kudus,kudus,1,5,False,False,False,False,False,kudus,kudus,kudus,2024-03-30
11,2024-03-30,Brunson,36855.0,Brunson,brunson,brunson,brunson,brunson,1,7,False,False,False,False,False,brunson,brunson,brunson,2024-03-30
2,2024-03-30,Iowa,34957.0,Iowa,iowa,iowa,iowa,iowa,1,4,False,False,False,False,False,iowa,iowa,iowa,2024-03-30
3,2024-03-30,#BREMUN,34180.0,#BREMUN,#bremun,bremun,bremun,bremun,1,6,False,True,True,False,False,#bremun,bremun,bremun,2024-03-30
5,2024-03-30,Good Saturday,33834.0,Good Saturday,good saturday,good saturday,good saturday,good saturday,2,13,False,False,False,False,False,good saturday,good saturday,good saturday,2024-03-30
6,2024-03-30,Purdue,32611.0,Purdue,purdue,purdue,purdue,purdue,1,6,False,False,False,False,False,purdue,purdue,purdue,2024-03-30
1,2024-03-30,Tigers,32390.0,Tigers,tigers,tigers,tigers,tigers,1,6,False,False,False,False,False,tigers,tigers,tigers,2024-03-30
3,2024-03-30,Luton,30754.0,Luton,luton,luton,luton,luton,1,5,False,False,False,False,False,luton,luton,luton,2024-03-30
3,2024-03-30,Big 4,30693.0,Big 4,big 4,big 4,big 4,big 4,2,5,False,False,False,False,False,big 4,big 4,big 4,2024-03-30
2,2024-03-30,Gonzaga,30565.0,Gonzaga,gonzaga,gonzaga,gonzaga,gonzaga,1,7,False,False,False,False,False,gonzaga,gonzaga,gonzaga,2024-03-30
3,2024-03-30,Cole Palmer,30528.0,Cole Palmer,cole palmer,cole palmer,cole palmer,cole palmer,2,11,False,False,False,False,False,cole palmer,cole palmer,cole palmer,2024-03-30
7,2024-03-30,Spurs,30346.0,Spurs,spurs,spurs,spurs,spurs,1,5,False,False,False,False,False,spurs,spurs,spurs,2024-03-30
5,2024-03-30,Marquette,30275.0,Marquette,marquette,marquette,marquette,marquette,1,9,False,False,False,False,False,marquette,marquette,marquette,2024-03-30
7,2024-03-30,Wemby,30081.0,Wemby,wemby,wemby,wemby,wemby,1,5,False,False,False,False,False,wemby,wemby,wemby,2024-03-30
3,2024-03-30,Jade Cargill,29911.0,Jade Cargill,jade cargill,jade cargill,jade cargill,jade cargill,2,12,False,False,False,False,False,jade cargill,jade cargill,jade cargill,2024-03-30
9,2024-03-30,Elite 8,29318.0,Elite 8,elite 8,elite 8,elite 8,elite 8,2,7,False,False,False,False,False,elite 8,elite 8,elite 8,2024-03-30
1,2024-03-30,Palmer,28971.0,Palmer,palmer,palmer,palmer,palmer,1,6,False,False,False,False,False,palmer,palmer,palmer,2024-03-30
1,2024-03-30,ELITE 8,27025.0,ELITE 8,elite 8,elite 8,elite 8,elite 8,2,7,False,False,False,False,False,elite 8,elite 8,elite 8,2024-03-30
1,2024-03-30,UConn,25526.0,UConn,uconn,uconn,uconn,uconn,1,5,False,False,False,False,False,uconn,uconn,uconn,2024-03-30
3,2024-03-30,#CHEBUR,25492.0,#CHEBUR,#chebur,chebur,chebur,chebur,1,6,False,True,True,False,False,#chebur,chebur,chebur,2024-03-30
7,2024-03-30,Creighton,24503.0,Creighton,creighton,creighton,creighton,creighton,1,9,False,False,False,False,False,creighton,creighton,creighton,2024-03-30
6,2024-03-30,#DragRace,22836.0,#DragRace,#dragrace,dragrace,dragrace,dragrace,1,8,False,True,True,False,False,#dragrace,dragrace,dragrace,2024-03-30
2,2024-03-30,Gen V,22325.0,Gen V,gen v,gen v,gen v,gen v,2,5,False,False,False,False,False,gen v,gen v,gen v,2024-03-30
1,2024-03-30,Naomi,22111.0,Naomi,naomi,naomi,naomi,naomi,1,5,False,False,False,False,False,naomi,naomi,naomi,2024-03-30
8,2024-03-30,Kathy Griffin,22087.0,Kathy Griffin,kathy griffin,kathy griffin,kathy griffin,kathy griffin,2,13,False,False,False,False,False,kathy griffin,kathy griffin,kathy griffin,2024-03-30
3,2024-03-30,Kaylee,22035.0,Kaylee,kaylee,kaylee,kaylee,kaylee,1,6,False,False,False,False,False,kaylee,kaylee,kaylee,2024-03-30
5,2024-03-30,Astros,21370.0,Astros,astros,astros,astros,astros,1,6,False,False,False,False,False,astros,astros,astros,2024-03-30
3,2024-03-30,TTSMall CENTRAL FILM,21059.0,TTSMall CENTRAL FILM,ttsmall central film,ttsmall central film,ttsmall central film,ttsmall central film,3,20,False,False,False,False,False,ttsmall central film,ttsmall central film,ttsmall central film,2024-03-30
3,2024-03-30,Knicks,20722.0,Knicks,knicks,knicks,knicks,knicks,1,6,False,False,False,False,False,knicks,knicks,knicks,2024-03-30
1,2024-03-30,#murderdrones,20248.0,#murderdrones,#murderdrones,murderdrones,murderdrones,murderdrones,1,12,False,True,True,False,False,#murderdrones,murderdrones,murderdrones,2024-03-30
3,2024-03-30,Poch,19951.0,Poch,poch,poch,poch,poch,1,4,False,False,False,False,False,poch,poch,poch,2024-03-30
1,2024-03-30,Indiana,19389.0,Indiana,indiana,indiana,indiana,indiana,1,7,False,False,False,False,False,indiana,indiana,indiana,2024-03-30
1,2024-03-30,#DragRaceUK,19347.0,#DragRaceUK,#dragraceuk,dragraceuk,dragraceuk,dragraceuk,1,10,False,True,True,False,False,#dragraceuk,dragraceuk,dragraceuk,2024-03-30
2,2024-03-30,Sterling,19340.0,Sterling,sterling,sterling,sterling,sterling,1,8,False,False,False,False,False,sterling,sterling,sterling,2024-03-30
6,2024-03-30,UCLA,19314.0,UCLA,ucla,ucla,ucla,ucla,1,4,False,False,False,False,False,ucla,ucla,ucla,2024-03-30
4,2024-03-30,#GagCityPhilly,19277.0,#GagCityPhilly,#gagcityphilly,gagcityphilly,gagcityphilly,gagcityphilly,1,13,False,True,True,False,False,#gagcityphilly,gagcityphilly,gagcityphilly,2024-03-30
1,2024-03-30,Maher,18335.0,Maher,maher,maher,maher,maher,1,5,False,False,False,False,False,maher,maher,maher,2024-03-30
1,2024-03-30,Raphinha,18082.0,Raphinha,raphinha,raphinha,raphinha,raphinha,1,8,False,False,False,False,False,raphinha,raphinha,raphinha,2024-03-30
2,2024-03-30,Napoli,17906.0,Napoli,napoli,napoli,napoli,napoli,1,6,False,False,False,False,False,napoli,napoli,napoli,2024-03-30
2,2024-03-30,Reddick,17460.0,Reddick,reddick,reddick,reddick,reddick,1,7,False,False,False,False,False,reddick,reddick,reddick,2024-03-30
5,2024-03-30,Waffle House,17415.0,Waffle House,waffle house,waffle house,waffle house,waffle house,2,12,False,False,False,False,False,waffle house,waffle house,waffle house,2024-03-30
3,2024-03-30,#NEWWHU,17300.0,#NEWWHU,#newwhu,newwhu,newwhu,newwhu,1,6,False,True,True,False,False,#newwhu,newwhu,newwhu,2024-03-30
6,2024-03-30,#Caturday,16392.0,#Caturday,#caturday,caturday,caturday,caturday,1,8,False,True,True,False,False,#caturday,caturday,caturday,2024-03-30
7,2024-03-30,Holy Saturday,16008.0,Holy Saturday,holy saturday,holy saturday,holy saturday,holy saturday,2,13,False,False,False,False,False,holy saturday,holy saturday,holy saturday,2024-03-30
2,2024-03-30,Mason Mount,15525.0,Mason Mount,mason mount,mason mount,mason mount,mason mount,2,11,False,False,False,False,False,mason mount,mason mount,mason mount,2024-03-30
1,2024-03-30,MEET DAY,15356.0,MEET DAY,meet day,meet day,meet day,meet day,2,8,False,False,False,False,False,meet day,meet day,meet day,2024-03-30
4,2024-03-30,Rhys Hoskins,14833.0,Rhys Hoskins,rhys hoskins,rhys hoskins,rhys hoskins,rhys hoskins,2,12,False,False,False,False,False,rhys hoskins,rhys hoskins,rhys hoskins,2024-03-30
1,2024-03-30,Mudryk,14756.0,Mudryk,mudryk,mudryk,mudryk,mudryk,1,6,False,False,False,False,False,mudryk,mudryk,mudryk,2024-03-30
6,2024-03-30,Kim Mulkey,14292.0,Kim Mulkey,kim mulkey,kim mulkey,kim mulkey,kim mulkey,2,10,False,False,False,False,False,kim mulkey,kim mulkey,kim mulkey,2024-03-30
2,2024-03-30,#80million,14227.0,#80million,#80million,80million,80million,80million,1,9,False,True,True,False,False,#80million,80million,80million,2024-03-30
4,2024-03-30,Apple TV,14073.0,Apple TV,apple tv,apple tv,apple tv,apple tv,2,8,False,False,False,False,False,apple tv,apple tv,apple tv,2024-03-30
5,2024-03-30,Angel Reese,13564.0,Angel Reese,angel reese,angel reese,angel reese,angel reese,2,11,False,False,False,False,False,angel reese,angel reese,angel reese,2024-03-30
2,2024-03-30,Hoskins,13507.0,Hoskins,hoskins,hoskins,hoskins,hoskins,1,7,False,False,False,False,False,hoskins,hoskins,hoskins,2024-03-30
3,2024-03-30,Wolfpack,12799.0,Wolfpack,wolfpack,wolfpack,wolfpack,wolfpack,1,8,False,False,False,False,False,wolfpack,wolfpack,wolfpack,2024-03-30
2,2024-03-30,Forever Young,12589.0,Forever Young,forever young,forever young,forever young,forever young,2,13,False,False,False,False,False,forever young,forever young,forever young,2024-03-30
1,2024-03-30,Lange,12475.0,Lange,lange,lange,lange,lange,1,5,False,False,False,False,False,lange,lange,lange,2024-03-30
2,2024-03-30,NFT Farming,12021.0,NFT Farming,nft farming,nft farming,nft farming,nft farming,2,11,False,False,False,False,False,nft farming,nft farming,nft farming,2024-03-30
3,2024-03-30,McNeil,11978.0,McNeil,mcneil,mcneil,mcneil,mcneil,1,6,False,False,False,False,False,mcneil,mcneil,mcneil,2024-03-30
2,2024-03-30,Isak,11751.0,Isak,isak,isak,isak,isak,1,4,False,False,False,False,False,isak,isak,isak,2024-03-30
1,2024-03-30,Huff,11617.0,Huff,huff,huff,huff,huff,1,4,False,False,False,False,False,huff,huff,huff,2024-03-30
1,2024-03-30,#NUFC,11470.0,#NUFC,#nufc,nufc,nufc,nufc,1,4,False,True,True,False,False,#nufc,nufc,nufc,2024-03-30
3,2024-03-30,#VoteForBiden,11031.0,#VoteForBiden,#voteforbiden,voteforbiden,voteforbiden,voteforbiden,1,12,False,True,True,False,False,#voteforbiden,voteforbiden,voteforbiden,2024-03-30
1,2024-03-30,#SaturdayVibes,10723.0,#SaturdayVibes,#saturdayvibes,saturdayvibes,saturdayvibes,saturdayvibes,1,13,False,True,True,False,False,#saturdayvibes,saturdayvibes,saturdayvibes,2024-03-30
9,2024-03-30,Shead,10703.0,Shead,shead,shead,shead,shead,1,5,False,False,False,False,False,shead,shead,shead,2024-03-30
4,2024-03-30,Flau’jae,10680.0,Flau’jae,flau jae,flau jae,flau jae,flau jae,2,8,False,False,True,True,False,flau jae,flau jae,flau jae,2024-03-30
1,2024-03-30,Ambrose,10661.0,Ambrose,ambrose,ambrose,ambrose,ambrose,1,7,False,False,False,False,False,ambrose,ambrose,ambrose,2024-03-30
3,2024-03-30,Betts,10444.0,Betts,betts,betts,betts,betts,1,5,False,False,False,False,False,betts,betts,betts,2024-03-30
2,2024-03-30,Caturday,10174.0,Caturday,caturday,caturday,caturday,caturday,1,8,False,False,False,False,False,caturday,caturday,caturday,2024-03-30
2,2024-03-30,Nola,9482.0,Nola,nola,nola,nola,nola,1,4,False,False,False,False,False,nola,nola,nola,2024-03-30
2,2024-03-30,Kalvin Phillips,9463.0,Kalvin Phillips,kalvin phillips,kalvin phillips,kalvin phillips,kalvin phillips,2,15,False,False,False,False,False,kalvin phillips,kalvin phillips,kalvin phillips,2024-03-30
2,2024-03-30,$BENJI,9354.0,$BENJI,$benji,$benji,benji,benji,1,6,False,False,True,False,False,$benji,$benji,benji,2024-03-30
2,2024-03-30,Caitlin Clark,8701.0,Caitlin Clark,caitlin clark,caitlin clark,caitlin clark,caitlin clark,2,13,False,False,False,False,False,caitlin clark,caitlin clark,caitlin clark,2024-03-30
4,2024-03-30,#TheLastDriveIn,8457.0,#TheLastDriveIn,#thelastdrivein,thelastdrivein,thelastdrivein,thelastdrivein,1,14,False,True,True,False,False,#thelastdrivein,thelastdrivein,thelastdrivein,2024-03-30
3,2024-03-30,Edey,8333.0,Edey,edey,edey,edey,edey,1,4,False,False,False,False,False,edey,edey,edey,2024-03-30
1,2024-03-30,Paqueta,8323.0,Paqueta,paqueta,paqueta,paqueta,paqueta,1,7,False,False,False,False,False,paqueta,paqueta,paqueta,2024-03-30
2,2024-03-30,#SaturdayMorning,8282.0,#SaturdayMorning,#saturdaymorning,saturdaymorning,saturdaymorning,saturdaymorning,1,15,False,True,True,False,False,#saturdaymorning,saturdaymorning,saturdaymorning,2024-03-30
1,2024-03-30,Bowen,8224.0,Bowen,bowen,bowen,bowen,bowen,1,5,False,False,False,False,False,bowen,bowen,bowen,2024-03-30
2,2024-03-30,Harvey Barnes,7871.0,Harvey Barnes,harvey barnes,harvey barnes,harvey barnes,harvey barnes,2,13,False,False,False,False,False,harvey barnes,harvey barnes,harvey barnes,2024-03-30
1,2024-03-30,Moyes,7200.0,Moyes,moyes,moyes,moyes,moyes,1,5,False,False,False,False,False,moyes,moyes,moyes,2024-03-30
5,2024-03-30,Bobby Miller,7028.0,Bobby Miller,bobby miller,bobby miller,bobby miller,bobby miller,2,12,False,False,False,False,False,bobby miller,bobby miller,bobby miller,2024-03-30
5,2024-03-30,Roach,6946.0,Roach,roach,roach,roach,roach,1,5,False,False,False,False,False,roach,roach,roach,2024-03-30
1,2024-03-30,#UFCAtlanticCity,6397.0,#UFCAtlanticCity,#ufcatlanticcity,ufcatlanticcity,ufcatlanticcity,ufcatlanticcity,1,15,False,True,True,False,False,#ufcatlanticcity,ufcatlanticcity,ufcatlanticcity,2024-03-30
2,2024-03-30,#COYS,5714.0,#COYS,#coys,coys,coys,coys,1,4,False,True,True,False,False,#coys,coys,coys,2024-03-30
3,2024-03-30,Rodon,5521.0,Rodon,rodon,rodon,rodon,rodon,1,5,False,False,False,False,False,rodon,rodon,rodon,2024-03-30
1,2024-03-30,Shaka,5364.0,Shaka,shaka,shaka,shaka,shaka,1,5,False,False,False,False,False,shaka,shaka,shaka,2024-03-30
2,2024-03-30,Jared Jones,4983.0,Jared Jones,jared jones,jared jones,jared jones,jared jones,2,11,False,False,False,False,False,jared jones,jared jones,jared jones,2024-03-30
1,2024-03-30,Mookie,4907.0,Mookie,mookie,mookie,mookie,mookie,1,6,False,False,False,False,False,mookie,mookie,mookie,2024-03-30
3,2024-03-30,$BOSI,4875.0,$BOSI,$bosi,$bosi,bosi,bosi,1,5,False,False,True,False,False,$bosi,$bosi,bosi,2024-03-30
3,2024-03-30,#ValdezWilson,4498.0,#ValdezWilson,#valdezwilson,valdezwilson,valdezwilson,valdezwilson,1,12,False,True,True,False,False,#valdezwilson,valdezwilson,valdezwilson,2024-03-30
1,2024-03-30,Howie,4456.0,Howie,howie,howie,howie,howie,1,5,False,False,False,False,False,howie,howie,howie,2024-03-30
4,2024-03-30,#MFFL,4214.0,#MFFL,#mffl,mffl,mffl,mffl,1,4,False,True,True,False,False,#mffl,mffl,mffl,2024-03-30
2,2024-03-30,Larkin,4142.0,Larkin,larkin,larkin,larkin,larkin,1,6,False,False,False,False,False,larkin,larkin,larkin,2024-03-30
1,2024-03-30,Stanton,4141.0,Stanton,stanton,stanton,stanton,stanton,1,7,False,False,False,False,False,stanton,stanton,stanton,2024-03-30
2,2024-03-30,Maeda,3873.0,Maeda,maeda,maeda,maeda,maeda,1,5,False,False,False,False,False,maeda,maeda,maeda,2024-03-30
2,2024-03-30,$PLANET,3755.0,$PLANET,$planet,$planet,planet,planet,1,7,False,False,True,False,False,$planet,$planet,planet,2024-03-30
3,2024-03-30,DJ Burns,3226.0,DJ Burns,dj burns,dj burns,dj burns,dj burns,2,8,False,False,False,False,False,dj burns,dj burns,dj burns,2024-03-30
4,2024-03-30,Exum,3217.0,Exum,exum,exum,exum,exum,1,4,False,False,False,False,False,exum,exum,exum,2024-03-30
1,2024-03-30,#MutantFam,3045.0,#MutantFam,#mutantfam,mutantfam,mutantfam,mutantfam,1,9,False,True,True,False,False,#mutantfam,mutantfam,mutantfam,2024-03-30
1,2024-03-30,Severino,3007.0,Severino,severino,severino,severino,severino,1,8,False,False,False,False,False,severino,severino,severino,2024-03-30
2,2024-03-30,Dragon Lee,2715.0,Dragon Lee,dragon lee,dragon lee,dragon lee,dragon lee,2,10,False,False,False,False,False,dragon lee,dragon lee,dragon lee,2024-03-30
1,2024-03-30,Luis Robert,2458.0,Luis Robert,luis robert,luis robert,luis robert,luis robert,2,11,False,False,False,False,False,luis robert,luis robert,luis robert,2024-03-30
1,2024-03-30,Ryan Young,1690.0,Ryan Young,ryan young,ryan young,ryan young,ryan young,2,10,False,False,False,False,False,ryan young,ryan young,ryan young,2024-03-30
2,2024-03-30,Harrison Barnes,1377.0,Harrison Barnes,harrison barnes,harrison barnes,harrison barnes,harrison barnes,2,15,False,False,False,False,False,harrison barnes,harrison barnes,harrison barnes,2024-03-30
1,2024-03-30,Joey Gase,1240.0,Joey Gase,joey gase,joey gase,joey gase,joey gase,2,9,False,False,False,False,False,joey gase,joey gase,joey gase,2024-03-30
4,2024-04-04,Chelsea,495772.0,Chelsea,chelsea,chelsea,chelsea,chelsea,1,7,False,False,False,False,False,chelsea,chelsea,chelsea,2024-04-04
4,2024-04-04,Ethereum,346956.0,Ethereum,ethereum,ethereum,ethereum,ethereum,1,8,False,False,False,False,False,ethereum,ethereum,ethereum,2024-04-04
6,2024-04-04,NATO,308199.0,NATO,nato,nato,nato,nato,1,4,False,False,False,False,False,nato,nato,nato,2024-04-04
4,2024-04-04,Cole Palmer,189948.0,Cole Palmer,cole palmer,cole palmer,cole palmer,cole palmer,2,11,False,False,False,False,False,cole palmer,cole palmer,cole palmer,2024-04-04
4,2024-04-04,#CHEMUN,188621.0,#CHEMUN,#chemun,chemun,chemun,chemun,1,6,False,True,True,False,False,#chemun,chemun,chemun,2024-04-04
3,2024-04-04,Manchester United,178458.0,Manchester United,manchester united,manchester united,manchester united,manchester united,2,17,False,False,False,False,False,manchester united,manchester united,manchester united,2024-04-04
4,2024-04-04,Liverpool,151826.0,Liverpool,liverpool,liverpool,liverpool,liverpool,1,9,False,False,False,False,False,liverpool,liverpool,liverpool,2024-04-04
3,2024-04-04,Edge,135776.0,Edge,edge,edge,edge,edge,1,4,False,False,False,False,False,edge,edge,edge,2024-04-04
1,2024-04-04,Diggs,125770.0,Diggs,diggs,diggs,diggs,diggs,1,5,False,False,False,False,False,diggs,diggs,diggs,2024-04-04
1,2024-04-04,Foden,101490.0,Foden,foden,foden,foden,foden,1,5,False,False,False,False,False,foden,foden,foden,2024-04-04
4,2024-04-04,billie eilish,99204.0,billie eilish,billie eilish,billie eilish,billie eilish,billie eilish,2,13,False,False,False,False,False,billie eilish,billie eilish,billie eilish,2024-04-04
4,2024-04-04,Cardi,78920.0,Cardi,cardi,cardi,cardi,cardi,1,5,False,False,False,False,False,cardi,cardi,cardi,2024-04-04
3,2024-04-04,#MUFC,74433.0,#MUFC,#mufc,mufc,mufc,mufc,1,4,False,True,True,False,False,#mufc,mufc,mufc,2024-04-04
4,2024-04-04,Antony,68005.0,Antony,antony,antony,antony,antony,1,6,False,False,False,False,False,antony,antony,antony,2024-04-04
2,2024-04-04,Garnacho,65463.0,Garnacho,garnacho,garnacho,garnacho,garnacho,1,8,False,False,False,False,False,garnacho,garnacho,garnacho,2024-04-04
8,2024-04-04,#jjk256,58983.0,#jjk256,#jjk256,jjk256,jjk256,jjk256,1,6,False,True,True,False,False,#jjk256,jjk256,jjk256,2024-04-04
2,2024-04-04,Bol Bol,58908.0,Bol Bol,bol bol,bol bol,bol bol,bol bol,2,7,False,False,False,False,False,bol bol,bol bol,bol bol,2024-04-04
5,2024-04-04,Ashley Biden,57992.0,Ashley Biden,ashley biden,ashley biden,ashley biden,ashley biden,2,12,False,False,False,False,False,ashley biden,ashley biden,ashley biden,2024-04-04
